,0,1,2,3,4,5,6
5553,2018.9.8 (토),KT,넥센,12:6,12,6,고척
5554,2018.9.8 (토),롯데,NC,1:7,1,7,마산
5555,2018.9.8 (토),두산,SK,3:0,3,0,문학
5556,2018.9.8 (토),삼성,KIA,4:12,4,12,광주
5557,2018.9.9 (일),한화,LG,5:8,5,8,잠실
5558,2018.9.9 (일),KT,넥센,4:6,4,6,고척
5559,2018.9.9 (일),롯데,NC,3:11,3,11,마산
5560,2018.9.9 (일),두산,SK,2:14,2,14,문학
5561,2018.9.9 (일),삼성,KIA,6:5,6,5,광주
5562,2018.9.11 (화),한화,삼성,8:7,8,7,대구
5563,2018.9.11 (화),KIA,NC,7:10,7,10,마산
5564,2018.9.11 (화),KT,SK,3:4,3,4,문학
5565,2018.9.11 (화),두산,롯데,17:4,17,4,사직
5566,2018.9.11 (화),넥센,LG,3:1,3,1,잠실
5567,2018.9.12 (수),한화,삼성,7:3,7,3,대구
5568,2018.9.12 (수),KIA,NC,4:5,4,5,마산
5569,2018.9.12 (수),KT,SK,3:8,3,8,문학
5570,2018.9.12 (수),두산,롯데,13:9,13,9,사직
5571,2018.9.12 (수),넥센,LG,4:5,4,5,잠실
5572,2018.9.12 (수),KT,두산,3:10,3,10,잠실
5573,2018.9.12 (수),LG,삼성,6:5,6,5,대구
5574,2018.9.12 (수),SK,한화,2:1,2,1,청주
5575,2018.9.14 (금),KIA,롯데,9:5,9,5,사직
5576,2018.9.14 (금),KT,두산,2:7,2,7,잠실
5577,2018.9.14 (금),LG,삼성,1:6,1,6,대구
5578,2018.9.14 (금),SK,한화,7:5,7,5,청주
5579,2018.9.14 (금),넥센,NC,3:7,3,7,마산
5580,2018.9.15 (토),LG,한화,12:4,12,4,대전
5581,2018.9.15 (토),NC,두산,13:7,13,7,잠실
5582,2018.9.15 (토),SK,KIA,2:4,2,4,광주
5583,2018.9.15 (토),삼성,KT,7:5,7,5,수원
5584,2018.9.15 (토),넥센,롯데,6:5,6,5,사직
5585,2018.9.16 (일),LG,한화,1:5,1,5,대전
5586,2018.9.16 (일),NC,두산,1:5,1,5,잠실
5587,2018.9.16 (일),SK,KIA,6:7,6,7,광주
5588,2018.9.16 (일),삼성,KT,2:4,2,4,수원
5589,2018.9.16 (일),넥센,롯데,2:0,2,0,사직
5590,2018.9.18 (화),한화,NC,3:10,3,10,마산
5591,2018.9.18 (화),KIA,삼성,18:3,18,3,대구
5592,2018.9.18 (화),롯데,LG,4:1,4,1,잠실
5593,2018.9.18 (화),두산,넥센,7:10,7,10,고척
5594,2018.9.18 (화),SK,KT,5:9,5,9,수원
5595,2018.9.19 (수),한화,NC,7:4,7,4,마산
5596,2018.9.19 (수),KIA,삼성,8:9,8,9,대구
5597,2018.9.19 (수),롯데,LG,15:11,15,11,잠실
5598,2018.9.19 (수),두산,넥센,4:5,4,5,고척
5599,2018.9.19 (수),SK,KT,18:8,18,8,수원
5600,2018.9.20 (목),한화,SK,8:2,8,2,문학
5601,2018.9.20 (목),KT,롯데,10:11,10,11,사직
5602,2018.9.20 (목),NC,KIA,6:7,6,7,광주
5603,2018.9.20 (목),두산,LG,9:3,9,3,잠실
5604,2018.9.20 (목),삼성,넥센,2:3,2,3,고척
5605,2018.9.21 (금),한화,SK,4:5,4,5,문학
5606,2018.9.21 (금),NC,KIA,4:6,4,6,광주
5607,2018.9.21 (금),두산,LG,10:3,10,3,잠실
5608,2018.9.21 (금),삼성,넥센,10:3,10,3,고척
5609,2018.9.22 (토),KIA,한화,11:5,11,5,대전
5610,2018.9.22 (토),KT,LG,6:1,6,1,잠실
5611,2018.9.22 (토),롯데,삼성,5:2,5,2,대구
5612,2018.9.22 (토),두산,NC,13:10,13,10,마산
5613,2018.9.22 (토),SK,넥센,2:8,2,8,고척
5614,2018.9.23 (일),KIA,한화,6:8,6,8,대전
5615,2018.9.23 (일),KT,LG,4:5,4,5,잠실
5616,2018.9.23 (일),롯데,삼성,2:5,2,5,대구
5617,2018.9.23 (일),두산,NC,3:4,3,4,마산
5618,2018.9.23 (일),SK,넥센,0:4,0,4,고척
5619,2018.9.25 (화),KIA,KT,9:7,9,7,수원
5620,2018.9.25 (화),LG,SK,7:16,7,16,문학
5621,2018.9.25 (화),NC,롯데,7:8,7,8,사직
5622,2018.9.25 (화),삼성,한화,8:1,8,1,대전
5623,2018.9.25 (화),넥센,두산,2:13,2,13,잠실
5624,2018.9.26 (수),KIA,KT,2:9,2,9,수원
5625,2018.9.26 (수),LG,SK,2:5,2,5,문학
5626,2018.9.26 (수),NC,롯데,7:10,7,10,사직
5627,2018.9.26 (수),삼성,한화,4:8,4,8,대전
5628,2018.9.26 (수),넥센,두산,8:9,8,9,잠실
5629,2018.9.27 (목),KIA,LG,1:9,1,9,잠실
5630,2018.9.27 (목),KT,삼성,6:7,6,7,대구
5631,2018.9.27 (목),롯데,넥센,8:6,8,6,고척
5632,2018.9.27 (목),NC,SK,4:11,4,11,문학
5633,2018.9.27 (목),두산,한화,6:9,6,9,대전
5634,2018.9.28 (금),KIA,LG,6:2,6,2,잠실
5635,2018.9.28 (금),KT,삼성,5:5,5,5,대구
5636,2018.9.28 (금),롯데,넥센,8:9,8,9,고척
5637,2018.9.28 (금),NC,SK,2:6,2,6,문학
5638,2018.9.28 (금),두산,한화,4:5,4,5,대전
5639,2018.9.29 (토),한화,KIA,3:4,3,4,광주
5640,2018.9.29 (토),LG,두산,8:9,8,9,잠실
5641,2018.9.29 (토),롯데,KT,8:3,8,3,수원
5642,2018.9.29 (토),NC,넥센,5:6,5,6,고척
5643,2018.9.29 (토),SK,삼성,3:9,3,9,대구
5644,2018.9.30 (일),한화,KIA,4:6,4,6,광주
5645,2018.9.30 (일),LG,두산,1:7,1,7,잠실
5646,2018.9.30 (일),롯데,KT,8:7,8,7,수원
5647,2018.9.30 (일),NC,넥센,2:8,2,8,고척
5648,2018.9.30 (일),SK,삼성,8:4,8,4,대구
5649,2018.10.2 (화),KT,LG,6:10,6,10,잠실
5650,2018.10.2 (화),롯데,SK,8:6,8,6,문학
5651,2018.10.2 (화),NC,KIA,6:5,6,5,광주
5652,2018.10.3 (수),KIA,삼성,5:20,5,20,대구
5653,2018.10.3 (수),KT,LG,4:3,4,3,잠실
5654,2018.10.3 (수),롯데,한화,6:7,6,7,대전
5655,2018.10.4 (목),KIA,SK,7:3,7,3,문학
5656,2018.10.4 (목),롯데,한화,7:2,7,2,대전
5657,2018.10.6 (토),KIA,SK,8:4,8,4,문학
5658,2018.10.6 (토),한화,롯데,5:8,5,8,사직
5659,2018.10.6 (토),LG,두산,3:1,3,1,잠실
5660,2018.10.6 (토),삼성,KT,1:6,1,6,수원
5661,2018.10.6 (토),넥센,NC,5:6,5,6,마산
5662,2018.10.6 (토),KIA,SK,5:7,5,7,문학
5663,2018.10.7 (일),KIA,두산,4:7,4,7,잠실
5664,2018.10.7 (일),롯데,NC,8:2,8,2,마산
5665,2018.10.9 (화),한화,KT,10:6,10,6,수원
5666,2018.10.9 (화),KIA,롯데,10:11,10,11,사직
5667,2018.10.9 (화),삼성,SK,8:4,8,4,문학
5668,2018.10.10 (수),KT,롯데,10:1,10,1,사직
5669,2018.10.10 (수),KT,롯데,7:0,7,0,사직
5670,2018.10.10 (수),한화,KIA,1:6,1,6,광주
5671,2018.10.10 (수),SK,두산,12:5,12,5,잠실
5672,2018.10.11 (목),롯데,KIA,4:0,4,0,광주
5673,2018.10.11 (목),SK,두산,3:8,3,8,잠실
5674,2018.10.12 (금),롯데,KIA,4:6,4,6,광주
5675,2018.10.12 (금),NC,두산,2:13,2,13,잠실
5676,2018.10.12 (금),넥센,KT,10:5,10,5,수원
5677,2018.10.13 (토),KT,두산,4:3,4,3,잠실
5678,2018.10.13 (토),LG,SK,3:2,3,2,문학
5679,2018.10.13 (토),롯데,KIA,5:1,5,1,광주
5680,2018.10.13 (토),NC,한화,8:10,8,10,대전
5681,2018.10.13 (토),넥센,삼성,5:12,5,12,대구
5682,2018.10.14 (일),두산,롯데,5:1,5,1,사직
5683,2018.10.16 (화),KIA,넥센,6:10,6,10,고척
5684,2018.10.19 (금),넥센,한화,3:2,3,2,대전
5685,2018.10.20 (토),넥센,한화,7:5,7,5,대전
5686,2018.10.22 (월),한화,넥센,4:3,4,3,고척
5687,2018.10.23 (화),한화,넥센,2:5,2,5,고척
5688,2018.10.27 (토),넥센,SK,8:10,8,10,문학
5689,2018.10.28 (일),넥센,SK,1:5,1,5,문학
5690,2018.10.30 (화),SK,넥센,2:3,2,3,고척
5691,2018.10.31 (수),SK,넥센,2:4,2,4,고척
5692,2018.11.2 (금),넥센,SK,10:11,10,11,문학
5693,2018.11.4 (일),SK,두산,7:3,7,3,잠실
5694,2018.11.5 (월),SK,두산,3:7,3,7,잠실
5695,2018.11.7 (수),두산,SK,2:7,2,7,문학
5696,2018.11.9 (금),두산,SK,2:1,2,1,문학
5697,2018.11.10 (토),두산,SK,1:4,1,4,문학
5698,2018.11.12 (월),SK,두산,5:4,5,4,잠실
5699,2019.3.12 (화),KT,삼성,12:13,12,13,대구
5700,2019.3.12 (화),LG,키움,1:4,1,4,고척
5701,2019.3.12 (화),NC,롯데,4:6,4,6,상동
5702,2019.3.12 (화),두산,한화,2:3,2,3,대전
5703,2019.3.12 (화),SK,KIA,1:4,1,4,광주
5704,2019.3.13 (수),KT,삼성,1:6,1,6,대구
5705,2019.3.13 (수),LG,키움,8:4,8,4,고척
5706,2019.3.13 (수),NC,롯데,5:0,5,0,상동
5707,2019.3.13 (수),두산,한화,2:9,2,9,대전
5708,2019.3.13 (수),SK,KIA,3:3,3,3,광주
5709,2019.3.14 (목),KT,KIA,5:9,5,9,광주
5710,2019.3.14 (목),롯데,키움,3:8,3,8,고척
5711,2019.3.14 (목),NC,삼성,6:4,6,4,대구
5712,2019.3.14 (목),두산,LG,13:2,13,2,이천(LG)
5713,2019.3.14 (목),SK,한화,3:5,3,5,대전
5714,2019.3.14 (목),롯데,키움,3:4,3,4,고척
5715,2019.3.14 (목),NC,삼성,3:1,3,1,대구
5716,2019.3.14 (목),SK,한화,8:2,8,2,대전
5717,2019.3.16 (토),LG,삼성,7:4,7,4,대구
5718,2019.3.16 (토),롯데,한화,1:6,1,6,대전
5719,2019.3.16 (토),NC,KIA,2:2,2,2,광주
5720,2019.3.16 (토),두산,키움,3:2,3,2,고척
5721,2019.3.16 (토),SK,KT,6:2,6,2,수원
5722,2019.3.17 (일),LG,삼성,7:5,7,5,대구
5723,2019.3.17 (일),롯데,한화,8:6,8,6,대전
5724,2019.3.17 (일),NC,KIA,5:6,5,6,광주
5725,2019.3.17 (일),두산,키움,3:1,3,1,고척
5726,2019.3.17 (일),SK,KT,3:1,3,1,수원
5727,2019.3.19 (화),KIA,키움,3:4,3,4,고척
5728,2019.3.19 (화),두산,SK,2:3,2,3,문학
5729,2019.3.19 (화),삼성,롯데,0:6,0,6,사직
5730,2019.3.19 (화),한화,NC,5:2,5,2,창원
5731,2019.3.19 (화),LG,KT,3:3,3,3,수원
5732,2019.3.20 (수),한화,NC,2:3,2,3,창원
5733,2019.3.20 (수),KIA,키움,0:2,0,2,고척
5734,2019.3.20 (수),두산,SK,0:1,0,1,문학
5735,2019.3.20 (수),삼성,롯데,3:4,3,4,사직
5736,2019.3.23 (토),한화,두산,4:5,4,5,잠실
5737,2019.3.23 (토),KT,SK,4:7,4,7,문학
5738,2019.3.23 (토),LG,KIA,2:0,2,0,광주
5739,2019.3.23 (토),삼성,NC,0:7,0,7,창원
5740,2019.3.23 (토),키움,롯데,7:4,7,4,사직
5741,2019.3.24 (일),한화,두산,11:1,11,1,잠실
5742,2019.3.24 (일),KT,SK,3:6,3,6,문학
5743,2019.3.24 (일),LG,KIA,9:3,9,3,광주
5744,2019.3.24 (일),삼성,NC,4:3,4,3,창원
5745,2019.3.24 (일),키움,롯데,2:6,2,6,사직
5746,2019.3.26 (화),한화,KIA,13:7,13,7,광주
5747,2019.3.26 (화),KT,NC,8:9,8,9,창원
5748,2019.3.26 (화),LG,SK,6:3,6,3,문학
5749,2019.3.26 (화),삼성,롯데,2:7,2,7,사직
5750,2019.3.26 (화),키움,두산,2:7,2,7,잠실
5751,2019.3.27 (수),한화,KIA,4:9,4,9,광주
5752,2019.3.27 (수),KT,NC,1:4,1,4,창원
5753,2019.3.27 (수),LG,SK,1:2,1,2,문학
5754,2019.3.27 (수),삼성,롯데,23:4,23,4,사직
5755,2019.3.27 (수),키움,두산,2:3,2,3,잠실
5756,2019.3.28 (목),한화,KIA,4:6,4,6,광주
5757,2019.3.28 (목),KT,NC,2:6,2,6,창원
5758,2019.3.28 (목),LG,SK,1:3,1,3,문학
5759,2019.3.28 (목),삼성,롯데,12:7,12,7,사직
5760,2019.3.28 (목),키움,두산,5:4,5,4,잠실
5761,2019.3.29 (금),KIA,KT,3:6,3,6,수원
5762,2019.3.29 (금),롯데,LG,1:2,1,2,잠실
5763,2019.3.29 (금),NC,한화,0:9,0,9,대전
5764,2019.3.29 (금),두산,삼성,3:2,3,2,대구
5765,2019.3.29 (금),SK,키움,5:2,5,2,고척
5766,2019.3.30 (토),KIA,KT,2:6,2,6,수원
5767,2019.3.30 (토),롯데,LG,7:1,7,1,잠실
5768,2019.3.30 (토),NC,한화,5:13,5,13,대전
5769,2019.3.30 (토),두산,삼성,4:2,4,2,대구
5770,2019.3.30 (토),SK,키움,1:3,1,3,고척
5771,2019.3.31 (일),KIA,KT,4:2,4,2,수원
5772,2019.3.31 (일),롯데,LG,5:6,5,6,잠실
5773,2019.3.31 (일),NC,한화,6:3,6,3,대전
5774,2019.3.31 (일),두산,삼성,9:4,9,4,대구
5775,2019.3.31 (일),SK,키움,8:7,8,7,고척
5776,2019.4.2 (화),KIA,삼성,4:1,4,1,대구
5777,2019.4.2 (화),KT,두산,0:9,0,9,잠실
5778,2019.4.2 (화),LG,한화,2:6,2,6,대전
5779,2019.4.2 (화),롯데,SK,5:0,5,0,문학
5780,2019.4.2 (화),키움,NC,8:6,8,6,창원
5781,2019.4.3 (수),KIA,삼성,3:6,3,6,대구
5782,2019.4.3 (수),KT,두산,1:5,1,5,잠실
5783,2019.4.3 (수),LG,한화,7:0,7,0,대전
5784,2019.4.3 (수),롯데,SK,3:1,3,1,문학
5785,2019.4.3 (수),키움,NC,1:9,1,9,창원
5786,2019.4.4 (목),KIA,삼성,7:12,7,12,대구
5787,2019.4.4 (목),KT,두산,4:5,4,5,잠실
5788,2019.4.4 (목),LG,한화,1:2,1,2,대전
5789,2019.4.4 (목),롯데,SK,6:7,6,7,문학
5790,2019.4.4 (목),키움,NC,6:5,6,5,창원
5791,2019.4.5 (금),한화,롯데,2:5,2,5,사직
5792,2019.4.5 (금),LG,KT,13:0,13,0,수원
5793,2019.4.5 (금),NC,두산,7:3,7,3,잠실
5794,2019.4.5 (금),삼성,SK,0:3,0,3,문학
5795,2019.4.5 (금),키움,KIA,4:6,4,6,광주
5796,2019.4.6 (토),한화,롯데,7:9,7,9,사직
5797,2019.4.6 (토),LG,KT,1:2,1,2,수원
5798,2019.4.6 (토),NC,두산,6:5,6,5,잠실
5799,2019.4.6 (토),삼성,SK,1:2,1,2,문학
5800,2019.4.6 (토),키움,KIA,14:4,14,4,광주
5801,2019.4.7 (일),한화,롯데,16:1,16,1,사직
5802,2019.4.7 (일),LG,KT,3:4,3,4,수원
5803,2019.4.7 (일),NC,두산,5:3,5,3,잠실
5804,2019.4.7 (일),삼성,SK,2:3,2,3,문학
5805,2019.4.9 (화),KT,키움,3:7,3,7,고척
5806,2019.4.10 (수),KT,키움,2:4,2,4,고척
5807,2019.4.10 (수),NC,KIA,1:2,1,2,광주
5808,2019.4.10 (수),두산,롯데,3:1,3,1,사직
5809,2019.4.10 (수),SK,한화,8:3,8,3,대전
5810,2019.4.10 (수),삼성,LG,6:5,6,5,잠실
5811,2019.4.11 (목),KT,키움,8:1,8,1,고척
5812,2019.4.11 (목),NC,KIA,4:2,4,2,광주
5813,2019.4.11 (목),두산,롯데,5:1,5,1,사직
5814,2019.4.11 (목),SK,한화,1:0,1,0,대전
5815,2019.4.11 (목),삼성,LG,2:5,2,5,잠실
5816,2019.4.12 (금),한화,키움,3:5,3,5,고척
5817,2019.4.12 (금),KIA,SK,4:4,4,4,문학
5818,2019.4.12 (금),KT,삼성,0:5,0,5,대구
5819,2019.4.12 (금),두산,LG,0:3,0,3,잠실
5820,2019.4.12 (금),롯데,NC,1:2,1,2,창원
5821,2019.4.13 (토),한화,키움,3:5,3,5,고척
5822,2019.4.13 (토),KIA,SK,6:4,6,4,문학
5823,2019.4.13 (토),KT,삼성,5:3,5,3,대구
5824,2019.4.13 (토),롯데,NC,5:7,5,7,창원
5825,2019.4.13 (토),두산,LG,2:5,2,5,잠실
5826,2019.4.14 (일),한화,키움,3:2,3,2,고척
5827,2019.4.14 (일),KIA,SK,4:2,4,2,문학
5828,2019.4.14 (일),KT,삼성,12:14,12,14,대구
5829,2019.4.14 (일),롯데,NC,1:8,1,8,창원
5830,2019.4.14 (일),두산,LG,8:0,8,0,잠실
5831,2019.4.16 (화),한화,KT,2:4,2,4,수원
5832,2019.4.16 (화),KIA,롯데,9:10,9,10,사직
5833,2019.4.16 (화),LG,NC,7:2,7,2,창원
5834,2019.4.16 (화),SK,두산,3:8,3,8,잠실
5835,2019.4.16 (화),키움,삼성,4:0,4,0,포항
5836,2019.4.17 (수),한화,KT,8:5,8,5,수원
5837,2019.4.17 (수),KIA,롯데,6:8,6,8,사직
5838,2019.4.17 (수),LG,NC,4:2,4,2,창원
5839,2019.4.17 (수),SK,두산,3:12,3,12,잠실
5840,2019.4.17 (수),키움,삼성,5:3,5,3,포항
5841,2019.4.18 (목),한화,KT,5:6,5,6,수원
5842,2019.4.18 (목),KIA,롯데,9:10,9,10,사직
5843,2019.4.18 (목),LG,NC,6:1,6,1,창원
5844,2019.4.18 (목),SK,두산,4:3,4,3,잠실
5845,2019.4.18 (목),키움,삼성,4:5,4,5,포항
5846,2019.4.19 (금),KT,롯데,6:5,6,5,사직
5847,2019.4.19 (금),NC,SK,14:11,14,11,문학
5848,2019.4.19 (금),두산,KIA,8:6,8,6,광주
5849,2019.4.19 (금),삼성,한화,3:4,3,4,대전
5850,2019.4.19 (금),키움,LG,13:3,13,3,잠실
5851,2019.4.20 (토),KT,롯데,4:5,4,5,사직
5852,2019.4.20 (토),NC,SK,4:10,4,10,문학
5853,2019.4.20 (토),두산,KIA,10:1,10,1,광주
5854,2019.4.20 (토),삼성,한화,5:12,5,12,대전
5855,2019.4.20 (토),키움,LG,7:3,7,3,잠실
5856,2019.4.21 (일),KT,롯데,6:3,6,3,사직
5857,2019.4.21 (일),NC,SK,1:4,1,4,문학
5858,2019.4.21 (일),두산,KIA,9:2,9,2,광주
5859,2019.4.21 (일),삼성,한화,16:0,16,0,대전
5860,2019.4.21 (일),키움,LG,3:5,3,5,잠실
5861,2019.4.23 (화),KIA,LG,2:9,2,9,잠실
5862,2019.4.23 (화),NC,KT,4:3,4,3,수원
5863,2019.4.23 (화),두산,키움,9:3,9,3,고척
5864,2019.4.24 (수),KIA,LG,3:10,3,10,잠실
5865,2019.4.24 (수),롯데,한화,4:5,4,5,대전
5866,2019.4.24 (수),NC,KT,10:2,10,2,수원
5867,2019.4.24 (수),두산,키움,3:8,3,8,고척
5868,2019.4.24 (수),SK,삼성,9:8,9,8,대구
5869,2019.4.24 (수),두산,키움,6:9,6,9,고척
5870,2019.4.24 (수),SK,삼성,4:3,4,3,대구
5871,2019.4.26 (금),KIA,키움,4:8,4,8,고척
5872,2019.4.26 (금),롯데,두산,8:11,8,11,잠실
5873,2019.4.26 (금),SK,KT,2:0,2,0,수원
5874,2019.4.27 (토),한화,NC,1:15,1,15,창원
5875,2019.4.27 (토),KIA,키움,6:4,6,4,고척
5876,2019.4.27 (토),LG,삼성,8:0,8,0,대구
5877,2019.4.27 (토),롯데,두산,0:7,0,7,잠실
5878,2019.4.27 (토),SK,KT,2:1,2,1,수원
5879,2019.4.28 (일),한화,NC,4:10,4,10,창원
5880,2019.4.28 (일),KIA,키움,5:13,5,13,고척
5881,2019.4.28 (일),LG,삼성,2:1,2,1,대구
5882,2019.4.28 (일),롯데,두산,2:9,2,9,잠실
5883,2019.4.28 (일),SK,KT,3:0,3,0,수원
5884,2019.4.30 (화),KT,LG,9:10,9,10,잠실
5885,2019.4.30 (화),NC,롯데,1:6,1,6,사직
5886,2019.4.30 (화),두산,한화,1:2,1,2,대전
5887,2019.4.30 (화),삼성,KIA,0:8,0,8,광주
5888,2019.4.30 (화),키움,SK,15:5,15,5,문학
5889,2019.5.1 (수),KT,LG,2:3,2,3,잠실
5890,2019.5.1 (수),NC,롯데,9:5,9,5,사직
5891,2019.5.1 (수),두산,한화,1:4,1,4,대전
5892,2019.5.1 (수),삼성,KIA,10:2,10,2,광주
5893,2019.5.1 (수),키움,SK,0:2,0,2,문학
5894,2019.5.2 (목),KT,LG,4:5,4,5,잠실
5895,2019.5.2 (목),NC,롯데,7:6,7,6,사직
5896,2019.5.2 (목),두산,한화,5:4,5,4,대전
5897,2019.5.2 (목),삼성,KIA,1:8,1,8,광주
5898,2019.5.2 (목),키움,SK,10:8,10,8,문학
5899,2019.5.3 (금),KT,한화,5:4,5,4,대전
5900,2019.5.3 (금),LG,두산,2:7,2,7,잠실
5901,2019.5.3 (금),SK,롯데,11:7,11,7,사직
5902,2019.5.3 (금),삼성,키움,3:8,3,8,고척
5903,2019.5.3 (금),KIA,NC,8:4,8,4,창원
5904,2019.5.4 (토),LG,두산,2:3,2,3,잠실
5905,2019.5.4 (토),SK,롯데,10:4,10,4,사직
5906,2019.5.4 (토),삼성,키움,3:1,3,1,고척
5907,2019.5.4 (토),KIA,NC,1:4,1,4,창원
5908,2019.5.4 (토),KT,한화,9:10,9,10,대전
5909,2019.5.5 (일),KIA,NC,3:10,3,10,창원
5910,2019.5.5 (일),KT,한화,4:6,4,6,대전
5911,2019.5.5 (일),LG,두산,2:11,2,11,잠실
5912,2019.5.5 (일),SK,롯데,4:3,4,3,사직
5913,2019.5.5 (일),삼성,키움,2:12,2,12,고척
5914,2019.5.7 (화),한화,SK,2:11,2,11,문학
5915,2019.5.7 (화),KIA,두산,3:4,3,4,잠실
5916,2019.5.7 (화),LG,키움,12:10,12,10,고척
5917,2019.5.7 (화),롯데,KT,2:7,2,7,수원
5918,2019.5.7 (화),NC,삼성,3:6,3,6,대구
5919,2019.5.8 (수),한화,SK,2:17,2,17,문학
5920,2019.5.8 (수),KIA,두산,0:1,0,1,잠실
5921,2019.5.8 (수),LG,키움,0:6,0,6,고척
5922,2019.5.8 (수),롯데,KT,4:5,4,5,수원
5923,2019.5.8 (수),NC,삼성,0:2,0,2,대구
5924,2019.5.9 (목),한화,SK,6:1,6,1,문학
5925,2019.5.9 (목),KIA,두산,5:3,5,3,잠실
5926,2019.5.9 (목),LG,키움,1:2,1,2,고척
5927,2019.5.9 (목),롯데,KT,13:6,13,6,수원
5928,2019.5.9 (목),NC,삼성,4:6,4,6,대구
5929,2019.5.10 (금),한화,LG,5:2,5,2,잠실
5930,2019.5.10 (금),롯데,삼성,12:5,12,5,대구
5931,2019.5.10 (금),SK,KIA,4:1,4,1,광주
5932,2019.5.10 (금),키움,KT,6:7,6,7,수원
5933,2019.5.10 (금),두산,NC,11:12,11,12,창원
5934,2019.5.11 (토),한화,LG,4:6,4,6,잠실
5935,2019.5.11 (토),롯데,삼성,2:9,2,9,대구
5936,2019.5.11 (토),두산,NC,12:0,12,0,창원
5937,2019.5.11 (토),SK,KIA,10:3,10,3,광주
5938,2019.5.11 (토),키움,KT,6:2,6,2,수원
5939,2019.5.12 (일),한화,LG,0:2,0,2,잠실
5940,2019.5.12 (일),롯데,삼성,10:9,10,9,대구
5941,2019.5.12 (일),두산,NC,3:2,3,2,창원
5942,2019.5.12 (일),SK,KIA,4:3,4,3,광주
5943,2019.5.12 (일),키움,KT,3:9,3,9,수원
5944,2019.5.14 (화),KT,KIA,6:1,6,1,광주
5945,2019.5.14 (화),LG,롯데,0:4,0,4,사직
5946,2019.5.14 (화),SK,NC,2:8,2,8,창원
5947,2019.5.14 (화),삼성,두산,4:3,4,3,잠실
5948,2019.5.14 (화),키움,한화,3:7,3,7,대전
5949,2019.5.15 (수),KT,KIA,7:4,7,4,광주
5950,2019.5.15 (수),LG,롯데,4:8,4,8,사직
5951,2019.5.15 (수),SK,NC,7:3,7,3,창원
5952,2019.5.15 (수),삼성,두산,1:3,1,3,잠실
5953,2019.5.15 (수),키움,한화,4:5,4,5,대전
5954,2019.5.16 (목),KT,KIA,6:3,6,3,광주
5955,2019.5.16 (목),LG,롯데,3:2,3,2,사직
5956,2019.5.16 (목),SK,NC,2:5,2,5,창원
5957,2019.5.16 (목),삼성,두산,1:4,1,4,잠실
5958,2019.5.16 (목),키움,한화,6:15,6,15,대전
5959,2019.5.17 (금),KIA,한화,5:2,5,2,대전
5960,2019.5.17 (금),롯데,키움,0:7,0,7,고척
5961,2019.5.17 (금),NC,LG,13:2,13,2,잠실
5962,2019.5.17 (금),두산,SK,3:1,3,1,문학
5963,2019.5.17 (금),삼성,KT,14:3,14,3,수원
5964,2019.5.18 (토),KIA,한화,2:5,2,5,대전
5965,2019.5.18 (토),롯데,키움,1:13,1,13,고척
5966,2019.5.18 (토),NC,LG,9:3,9,3,잠실
5967,2019.5.18 (토),두산,SK,10:5,10,5,문학
5968,2019.5.18 (토),삼성,KT,0:2,0,2,수원
5969,2019.5.19 (일),KIA,한화,5:0,5,0,대전
5970,2019.5.19 (일),롯데,키움,3:9,3,9,고척
5971,2019.5.21 (화),한화,삼성,3:9,3,9,대구
5972,2019.5.21 (화),롯데,KIA,6:10,6,10,광주
5973,2019.5.21 (화),NC,키움,3:1,3,1,고척
5974,2019.5.21 (화),두산,KT,7:12,7,12,수원
5975,2019.5.21 (화),SK,LG,4:2,4,2,잠실
5976,2019.5.22 (수),한화,삼성,5:6,5,6,대구
5977,2019.5.22 (수),롯데,KIA,5:6,5,6,광주
5978,2019.5.22 (수),NC,키움,2:4,2,4,고척
5979,2019.5.22 (수),두산,KT,1:3,1,3,수원
5980,2019.5.22 (수),SK,LG,2:0,2,0,잠실
5981,2019.5.23 (목),한화,삼성,1:2,1,2,대구
5982,2019.5.23 (목),롯데,KIA,1:3,1,3,광주
5983,2019.5.23 (목),NC,키움,4:2,4,2,고척
5984,2019.5.23 (목),두산,KT,2:3,2,3,수원
5985,2019.5.23 (목),SK,LG,1:2,1,2,잠실
5986,2019.5.24 (금),한화,두산,4:3,4,3,잠실
5987,2019.5.24 (금),KT,KIA,5:7,5,7,광주
5988,2019.5.24 (금),LG,롯데,5:8,5,8,사직
5989,2019.5.24 (금),키움,삼성,10:5,10,5,대구
5990,2019.5.24 (금),SK,NC,4:2,4,2,창원
5991,2019.5.25 (토),한화,두산,4:7,4,7,잠실
5992,2019.5.25 (토),KT,KIA,3:10,3,10,광주
5993,2019.5.25 (토),LG,롯데,6:5,6,5,사직
5994,2019.5.25 (토),SK,NC,7:10,7,10,창원
5995,2019.5.25 (토),키움,삼성,9:10,9,10,대구
5996,2019.5.26 (일),한화,두산,1:2,1,2,잠실
5997,2019.5.26 (일),KT,KIA,5:17,5,17,광주
5998,2019.5.26 (일),LG,롯데,11:2,11,2,사직
5999,2019.5.26 (일),SK,NC,2:1,2,1,창원
6000,2019.5.26 (일),키움,삼성,3:4,3,4,대구
6001,2019.5.28 (화),KIA,한화,0:2,0,2,대전
6002,2019.5.28 (화),KT,SK,0:1,0,1,문학
6003,2019.5.28 (화),LG,키움,0:5,0,5,고척
6004,2019.5.28 (화),롯데,NC,9:4,9,4,창원
6005,2019.5.28 (화),삼성,두산,1:4,1,4,잠실
